#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
P08729	Q13191	1	EGFR1	4	physical	KRT7	CBLB	P08729	Q13191	0
P08729	P13987	1	EGFR1	4	physical	KRT7	CD59	P08729	P13987	0
P08729	P62993	1	EGFR1	4	physical	KRT7	GRB2	P08729	P62993	0
P08729	Q16695	1	EGFR1	4	physical	KRT7	HIST3H3	P08729	Q16695	0
P08729	P05783	1	EGFR1	4	physical	KRT7	KRT18	P08729	P05783	0
P08729	Q6WCQ1	1	EGFR1	4	physical	KRT7	MPRIP	P08729	Q6WCQ1	0
P08729	Q15149	1	EGFR1	4	physical	KRT7	PLEC	P08729	Q15149	0
P08729	Q2TAY7	1	EGFR1	4	physical	KRT7	SMU1	P08729	Q2TAY7	0
P08729	P62316	1	EGFR1	4	physical	KRT7	SNRPD2	P08729	P62316	0
P08729	Q07889	1	EGFR1	4	physical	KRT7	SOS1	P08729	Q07889	0
P08729	P52735	1	EGFR1	4	physical	KRT7	VAV2	P08729	P52735	0
P05787	P63010	1	EGFR1	4	physical	KRT8	AP2B1	P05787	P63010	0
P05787	Q13191	1	EGFR1	4	physical	KRT8	CBLB	P05787	Q13191	0
P05787	P13987	1	EGFR1	4	physical	KRT8	CD59	P05787	P13987	0
P05787	P00533	1	EGFR1	4	physical	KRT8	EGFR	P05787	P00533	0
P05787	Q16695	1	EGFR1	4	physical	KRT8	HIST3H3	P05787	Q16695	0
P05787	P46940	1	EGFR1	4	physical	KRT8	IQGAP1	P05787	P46940	0
P05787	Q04695	1	EGFR1	4	physical	KRT8	KRT17	P05787	Q04695	0
P05787	P05783	1	EGFR1	4	physical	KRT8	KRT18	P05787	P05783	0
P05787	P29353	1	EGFR1	4	physical	KRT8	SHC1	P05787	P29353	0
P05787	Q2TAY7	1	EGFR1	4	physical	KRT8	SMU1	P05787	Q2TAY7	0
P05787	P62316	1	EGFR1	4	physical	KRT8	SNRPD2	P05787	P62316	0
P05787	Q07889	1	EGFR1	4	physical	KRT8	SOS1	P05787	Q07889	0
Q8IVT5	P04049	1	EGFR1	4	Phosphorylation	KSR1	RAF1	Q8IVT5	P04049	0
Q02750	P00533	1	EGFR1	4	physical	MAP2K1	EGFR	Q02750	P00533	0
Q02750	P28482	1	EGFR1	4	physical	MAP2K1	MAPK1	Q02750	P28482	0
Q02750	P28482	1	EGFR1	4	Phosphorylation	MAP2K1	MAPK1	Q02750	P28482	0
Q02750	Q16539	1	EGFR1	4	physical	MAP2K1	MAPK14	Q02750	Q16539	0
Q02750	P27361	1	EGFR1	4	Phosphorylation	MAP2K1	MAPK3	Q02750	P27361	0
Q02750	P27361	1	EGFR1	4	physical	MAP2K1	MAPK3	Q02750	P27361	0
Q02750	P04049	1	EGFR1	4	physical	MAP2K1	RAF1	Q02750	P04049	0
P36507	P28482	1	EGFR1	4	physical	MAP2K2	MAPK1	P36507	P28482	0
P36507	P28482	1	EGFR1	4	Phosphorylation	MAP2K2	MAPK1	P36507	P28482	0
P36507	P27361	1	EGFR1	4	physical	MAP2K2	MAPK3	P36507	P27361	0
P36507	P27361	1	EGFR1	4	Phosphorylation	MAP2K2	MAPK3	P36507	P27361	0
Q13163	Q13164	1	EGFR1	4	physical	MAP2K5	MAPK7	Q13163	Q13164	0
Q13163	P41743	1	EGFR1	4	physical	MAP2K5	PRKCI	Q13163	P41743	0
O14733	P45983	1	EGFR1	4	physical	MAP2K7	MAPK8	O14733	P45983	0
Q13233	P60953	1	EGFR1	4	physical	MAP3K1	CDC42	Q13233	P60953	0
Q13233	P62993	1	EGFR1	4	physical	MAP3K1	GRB2	Q13233	P62993	0
Q99558	P00533	1	EGFR1	4	physical	MAP3K14	EGFR	Q99558	P00533	0
Q99558	Q13546	1	EGFR1	4	physical	MAP3K14	RIPK1	Q99558	Q13546	0
Q9Y2U5	Q13163	1	EGFR1	4	Phosphorylation	MAP3K2	MAP2K5	Q9Y2U5	Q13163	0
Q9Y2U5	Q9NP31	1	EGFR1	4	physical	MAP3K2	SH2D2A	Q9Y2U5	Q9NP31	0
Q99759	Q9H4A3	1	EGFR1	4	physical	MAP3K3	WNK1	Q99759	Q9H4A3	0
Q9Y6R4	P63000	1	EGFR1	4	physical	MAP3K4	RAC1	Q9Y6R4	P63000	0
Q92918	P62993	1	EGFR1	4	physical	MAP4K1	GRB2	Q92918	P62993	0
P28482	P55211	1	EGFR1	4	physical	MAPK1	CASP9	P28482	P55211	0
P28482	P55211	1	EGFR1	4	Phosphorylation	MAPK1	CASP9	P28482	P55211	0
P28482	Q03135	1	EGFR1	4	physical	MAPK1	CAV1	P28482	Q03135	0
P28482	P19419	1	EGFR1	4	physical	MAPK1	ELK1	P28482	P19419	0
P28482	P19419	1	EGFR1	4	Phosphorylation	MAPK1	ELK1	P28482	P19419	0
P28482	P05412	1	EGFR1	4	physical	MAPK1	JUN	P28482	P05412	0
P28482	O14901	1	EGFR1	4	Phosphorylation	MAPK1	KLF11	P28482	O14901	0
P28482	Q02750	1	EGFR1	4	physical	MAPK1	MAP2K1	P28482	Q02750	0
P28482	P36507	1	EGFR1	4	physical	MAPK1	MAP2K2	P28482	P36507	0
P28482	Q16539	1	EGFR1	4	physical	MAPK1	MAPK14	P28482	Q16539	0
P28482	Q8N5H7	1	EGFR1	4	Phosphorylation	MAPK1	SH2D3C	P28482	Q8N5H7	0
P28482	Q15796	1	EGFR1	4	Phosphorylation	MAPK1	SMAD2	P28482	Q15796	0
P28482	P84022	1	EGFR1	4	Phosphorylation	MAPK1	SMAD3	P28482	P84022	0
P28482	Q15583	1	EGFR1	4	Phosphorylation	MAPK1	TGIF1	P28482	Q15583	0
P28482	Q15025	1	EGFR1	4	physical	MAPK1	TNIP1	P28482	Q15025	0
Q16539	Q02750	1	EGFR1	4	physical	MAPK14	MAP2K1	Q16539	Q02750	0
Q16539	P28482	1	EGFR1	4	physical	MAPK14	MAPK1	Q16539	P28482	0
P27361	P19419	1	EGFR1	4	physical	MAPK3	ELK1	P27361	P19419	0
P27361	P19419	1	EGFR1	4	Phosphorylation	MAPK3	ELK1	P27361	P19419	0
P27361	P17535	1	EGFR1	4	Phosphorylation	MAPK3	JUND	P27361	P17535	0
P27361	Q02750	1	EGFR1	4	physical	MAPK3	MAP2K1	P27361	Q02750	0
P27361	P36507	1	EGFR1	4	physical	MAPK3	MAP2K2	P27361	P36507	0
P27361	Q06124	1	EGFR1	4	Phosphorylation	MAPK3	PTPN11	P27361	Q06124	0
P27361	P54829	1	EGFR1	4	Phosphorylation	MAPK3	PTPN5	P27361	P54829	0
P27361	P54829	1	EGFR1	4	physical	MAPK3	PTPN5	P27361	P54829	0
P27361	Q15418	1	EGFR1	4	physical	MAPK3	RPS6KA1	P27361	Q15418	0
P27361	Q15349	1	EGFR1	4	physical	MAPK3	RPS6KA2	P27361	Q15349	0
P27361	P51812	1	EGFR1	4	physical	MAPK3	RPS6KA3	P27361	P51812	0
P27361	P40763	1	EGFR1	4	Phosphorylation	MAPK3	STAT3	P27361	P40763	0
P27361	Q15583	1	EGFR1	4	Phosphorylation	MAPK3	TGIF1	P27361	Q15583	0
Q13164	P28324	1	EGFR1	4	Phosphorylation	MAPK7	ELK4	Q13164	P28324	0
Q13164	P17302	1	EGFR1	4	Phosphorylation	MAPK7	GJA1	Q13164	P17302	0
Q13164	P17302	1	EGFR1	4	physical	MAPK7	GJA1	Q13164	P17302	0
Q13164	Q13163	1	EGFR1	4	physical	MAPK7	MAP2K5	Q13164	Q13163	0
Q13164	Q05513	1	EGFR1	4	physical	MAPK7	PRKCZ	Q13164	Q05513	0
Q13164	P31946	1	EGFR1	4	physical	MAPK7	YWHAB	Q13164	P31946	0
P45983	P05412	1	EGFR1	4	Phosphorylation	MAPK8	JUN	P45983	P05412	0
P45983	O14733	1	EGFR1	4	physical	MAPK8	MAP2K7	P45983	O14733	0
Q6WCQ1	O95782	1	EGFR1	4	physical	MPRIP	AP2A1	Q6WCQ1	O95782	0
Q6WCQ1	P53680	1	EGFR1	4	physical	MPRIP	AP2S1	Q6WCQ1	P53680	0
Q6WCQ1	P62993	1	EGFR1	4	physical	MPRIP	GRB2	Q6WCQ1	P62993	0
Q6WCQ1	P46940	1	EGFR1	4	physical	MPRIP	IQGAP1	Q6WCQ1	P46940	0
Q6WCQ1	P08729	1	EGFR1	4	physical	MPRIP	KRT7	Q6WCQ1	P08729	0
Q6WCQ1	Q15149	1	EGFR1	4	physical	MPRIP	PLEC	Q6WCQ1	Q15149	0
Q6WCQ1	Q9H0H5	1	EGFR1	4	physical	MPRIP	RACGAP1	Q6WCQ1	Q9H0H5	0
Q6WCQ1	P29353	1	EGFR1	4	physical	MPRIP	SHC1	Q6WCQ1	P29353	0
Q6WCQ1	P62316	1	EGFR1	4	physical	MPRIP	SNRPD2	Q6WCQ1	P62316	0
Q6WCQ1	Q07889	1	EGFR1	4	physical	MPRIP	SOS1	Q6WCQ1	Q07889	0
Q6WCQ1	P52735	1	EGFR1	4	physical	MPRIP	VAV2	Q6WCQ1	P52735	0
P00403	P62736	1	EGFR1	4	physical	MT-CO2	ACTA2	P00403	P62736	0
P00403	P22681	1	EGFR1	4	physical	MT-CO2	CBL	P00403	P22681	0
P00403	P01133	1	EGFR1	4	physical	MT-CO2	EGF	P00403	P01133	0
P00403	Q9UJM3	1	EGFR1	4	physical	MT-CO2	ERRFI1	P00403	Q9UJM3	0
P00403	P62993	1	EGFR1	4	physical	MT-CO2	GRB2	P00403	P62993	0
P00403	P27986	1	EGFR1	4	physical	MT-CO2	PIK3R1	P00403	P27986	0
P00403	Q07890	1	EGFR1	4	physical	MT-CO2	SOS2	P00403	Q07890	0
P00403	P0CG47	1	EGFR1	4	physical	MT-CO2	UBB	P00403	P0CG47	0
O94776	Q8NEU8	1	EGFR1	4	physical	MTA2	APPL2	O94776	Q8NEU8	0
P16333	P00533	1	EGFR1	4	physical	NCK1	EGFR	P16333	P00533	0
P16333	Q16513	1	EGFR1	4	physical	NCK1	PKN2	P16333	Q16513	0
O43639	Q13153	1	EGFR1	4	physical	NCK2	PAK1	O43639	Q13153	0
Q9Y6Q9	Q05397	1	EGFR1	4	physical	NCOA3	PTK2	Q9Y6Q9	Q05397	0
P46934	Q07912	1	EGFR1	4	Ubiquitination	NEDD4	TNK2	P46934	Q07912	0
P46934	Q07912	1	EGFR1	4	physical	NEDD4	TNK2	P46934	Q07912	0
P19838	Q04206	1	EGFR1	4	physical	NFKB1	RELA	P19838	Q04206	0
Q13153	P62993	1	EGFR1	4	physical	PAK1	GRB2	Q13153	P62993	0
Q13153	O43639	1	EGFR1	4	physical	PAK1	NCK2	Q13153	O43639	0
O15530	P31749	1	EGFR1	4	physical	PDPK1	AKT1	O15530	P31749	0
P30086	P04049	1	EGFR1	4	physical	PEBP1	RAF1	P30086	P04049	0
O00750	P00533	1	EGFR1	4	physical	PIK3C2B	EGFR	O00750	P00533	0
P42336	O00329	1	EGFR1	4	physical	PIK3CA	PIK3CD	P42336	O00329	0
P42336	O00459	1	EGFR1	4	physical	PIK3CA	PIK3R2	P42336	O00459	0
P42336	Q92569	1	EGFR1	4	physical	PIK3CA	PIK3R3	P42336	Q92569	0
P42338	O00329	1	EGFR1	4	physical	PIK3CB	PIK3CD	P42338	O00329	0
P42338	P48736	1	EGFR1	4	physical	PIK3CB	PIK3CG	P42338	P48736	0
P42338	O00459	1	EGFR1	4	physical	PIK3CB	PIK3R2	P42338	O00459	0
P42338	Q92569	1	EGFR1	4	physical	PIK3CB	PIK3R3	P42338	Q92569	0
O00329	P42336	1	EGFR1	4	physical	PIK3CD	PIK3CA	O00329	P42336	0
O00329	P42338	1	EGFR1	4	physical	PIK3CD	PIK3CB	O00329	P42338	0
P48736	Q13480	1	EGFR1	4	physical	PIK3CG	GAB1	P48736	Q13480	0
P48736	P42338	1	EGFR1	4	physical	PIK3CG	PIK3CB	P48736	P42338	0
P48736	P27986	1	EGFR1	4	physical	PIK3CG	PIK3R1	P48736	P27986	0
P48736	Q92569	1	EGFR1	4	physical	PIK3CG	PIK3R3	P48736	Q92569	0
P27986	P36542	1	EGFR1	4	physical	PIK3R1	ATP5C1	P27986	P36542	0
P27986	P22681	1	EGFR1	4	physical	PIK3R1	CBL	P27986	P22681	0
P27986	P01133	1	EGFR1	4	physical	PIK3R1	EGF	P27986	P01133	0
P27986	P00533	1	EGFR1	4	physical	PIK3R1	EGFR	P27986	P00533	0
P27986	Q9UJM3	1	EGFR1	4	physical	PIK3R1	ERRFI1	P27986	Q9UJM3	0
P27986	Q9UQC2	1	EGFR1	4	physical	PIK3R1	GAB2	P27986	Q9UQC2	0
P27986	P00403	1	EGFR1	4	physical	PIK3R1	MT-CO2	P27986	P00403	0
P27986	P48736	1	EGFR1	4	physical	PIK3R1	PIK3CG	P27986	P48736	0
P27986	O00459	1	EGFR1	4	physical	PIK3R1	PIK3R2	P27986	O00459	0
P27986	P62316	1	EGFR1	4	physical	PIK3R1	SNRPD2	P27986	P62316	0
P27986	Q07889	1	EGFR1	4	physical	PIK3R1	SOS1	P27986	Q07889	0
P27986	P0CG47	1	EGFR1	4	physical	PIK3R1	UBB	P27986	P0CG47	0
P27986	P63104	1	EGFR1	4	physical	PIK3R1	YWHAZ	P27986	P63104	0
O00459	P36542	1	EGFR1	4	physical	PIK3R2	ATP5C1	O00459	P36542	0
O00459	P22681	1	EGFR1	4	physical	PIK3R2	CBL	O00459	P22681	0
O00459	Q13191	1	EGFR1	4	physical	PIK3R2	CBLB	O00459	Q13191	0
O00459	P42336	1	EGFR1	4	physical	PIK3R2	PIK3CA	O00459	P42336	0
O00459	P42338	1	EGFR1	4	physical	PIK3R2	PIK3CB	O00459	P42338	0
O00459	P27986	1	EGFR1	4	physical	PIK3R2	PIK3R1	O00459	P27986	0
O00459	P62316	1	EGFR1	4	physical	PIK3R2	SNRPD2	O00459	P62316	0
O00459	Q07889	1	EGFR1	4	physical	PIK3R2	SOS1	O00459	Q07889	0
O00459	Q07890	1	EGFR1	4	physical	PIK3R2	SOS2	O00459	Q07890	0
O00459	P0CG47	1	EGFR1	4	physical	PIK3R2	UBB	O00459	P0CG47	0
O00459	P52735	1	EGFR1	4	physical	PIK3R2	VAV2	O00459	P52735	0
O00459	P63104	1	EGFR1	4	physical	PIK3R2	YWHAZ	O00459	P63104	0
Q92569	Q13480	1	EGFR1	4	physical	PIK3R3	GAB1	Q92569	Q13480	0
Q92569	P42336	1	EGFR1	4	physical	PIK3R3	PIK3CA	Q92569	P42336	0
Q92569	P42338	1	EGFR1	4	physical	PIK3R3	PIK3CB	Q92569	P42338	0
Q92569	P48736	1	EGFR1	4	physical	PIK3R3	PIK3CG	Q92569	P48736	0
Q00169	P00533	1	EGFR1	4	physical	PITPNA	EGFR	Q00169	P00533	0
Q00169	P19174	1	EGFR1	4	physical	PITPNA	PLCG1	Q00169	P19174	0
Q16513	P16333	1	EGFR1	4	physical	PKN2	NCK1	Q16513	P16333	0
Q9P212	P62834	1	EGFR1	4	physical	PLCE1	RAP1A	Q9P212	P62834	0
Q9P212	O43255	1	EGFR1	4	physical	PLCE1	SIAH2	Q9P212	O43255	0
P19174	Q05193	1	EGFR1	4	physical	PLCG1	DNM1	P19174	Q05193	0
P19174	Q9Y2X7	1	EGFR1	4	physical	PLCG1	GIT1	P19174	Q9Y2X7	0
P19174	Q00169	1	EGFR1	4	physical	PLCG1	PITPNA	P19174	Q00169	0
P19174	O14939	1	EGFR1	4	physical	PLCG1	PLD2	P19174	O14939	0
P19174	P63000	1	EGFR1	4	physical	PLCG1	RAC1	P19174	P63000	0
P19174	Q07889	1	EGFR1	4	physical	PLCG1	SOS1	P19174	Q07889	0
Q13393	O14939	1	EGFR1	4	physical	PLD1	PLD2	Q13393	O14939	0
Q13393	P17252	1	EGFR1	4	physical	PLD1	PRKCA	Q13393	P17252	0
O14939	Q00535	1	EGFR1	4	physical	PLD2	CDK5	O14939	Q00535	0
O14939	P19174	1	EGFR1	4	physical	PLD2	PLCG1	O14939	P19174	0
O14939	Q13393	1	EGFR1	4	physical	PLD2	PLD1	O14939	Q13393	0
O14939	P61764	1	EGFR1	4	physical	PLD2	STXBP1	O14939	P61764	0
Q15149	O95782	1	EGFR1	4	physical	PLEC	AP2A1	Q15149	O95782	0
Q15149	P53680	1	EGFR1	4	physical	PLEC	AP2S1	Q15149	P53680	0
Q15149	P00533	1	EGFR1	4	physical	PLEC	EGFR	Q15149	P00533	0
Q15149	P58107	1	EGFR1	4	physical	PLEC	EPPK1	Q15149	P58107	0
Q15149	P62993	1	EGFR1	4	physical	PLEC	GRB2	Q15149	P62993	0
Q15149	P08729	1	EGFR1	4	physical	PLEC	KRT7	Q15149	P08729	0
Q15149	Q6WCQ1	1	EGFR1	4	physical	PLEC	MPRIP	Q15149	Q6WCQ1	0
Q15149	Q06124	1	EGFR1	4	physical	PLEC	PTPN11	Q15149	Q06124	0
Q15149	Q9H0H5	1	EGFR1	4	physical	PLEC	RACGAP1	Q15149	Q9H0H5	0
Q15149	P52735	1	EGFR1	4	physical	PLEC	VAV2	Q15149	P52735	0
Q15149	Q9UKW4	1	EGFR1	4	physical	PLEC	VAV3	Q15149	Q9UKW4	0
O15162	P00533	1	EGFR1	4	physical	PLSCR1	EGFR	O15162	P00533	0
Q06190	O15357	1	EGFR1	4	physical	PPP2R3A	INPPL1	Q06190	O15357	0
P10644	P62993	1	EGFR1	4	physical	PRKAR1A	GRB2	P10644	P62993	0
P17252	P30086	1	EGFR1	4	Phosphorylation	PRKCA	PEBP1	P17252	P30086	0
P17252	Q13393	1	EGFR1	4	physical	PRKCA	PLD1	P17252	Q13393	0
P17252	Q13393	1	EGFR1	4	Phosphorylation	PRKCA	PLD1	P17252	Q13393	0
P05771	P30086	1	EGFR1	4	Phosphorylation	PRKCB	PEBP1	P05771	P30086	0
Q05655	P29353	1	EGFR1	4	physical	PRKCD	SHC1	Q05655	P29353	0
Q05655	P08047	1	EGFR1	4	physical	PRKCD	SP1	Q05655	P08047	0
P05129	P30086	1	EGFR1	4	Phosphorylation	PRKCG	PEBP1	P05129	P30086	0
P41743	P00533	1	EGFR1	4	Phosphorylation	PRKCI	EGFR	P41743	P00533	0
P41743	Q13163	1	EGFR1	4	physical	PRKCI	MAP2K5	P41743	Q13163	0
Q05513	Q13164	1	EGFR1	4	physical	PRKCZ	MAPK7	Q05513	Q13164	0
Q05513	P30086	1	EGFR1	4	Phosphorylation	PRKCZ	PEBP1	Q05513	P30086	0
Q05513	Q6R327	1	EGFR1	4	physical	PRKCZ	RICTOR	Q05513	Q6R327	0
Q05397	Q03135	1	EGFR1	4	physical	PTK2	CAV1	Q05397	Q03135	0
Q05397	Q9Y6Q9	1	EGFR1	4	physical	PTK2	NCOA3	Q05397	Q9Y6Q9	0
Q14289	P49023	1	EGFR1	4	Phosphorylation	PTK2B	PXN	Q14289	P49023	0
Q14289	P12931	1	EGFR1	4	physical	PTK2B	SRC	Q14289	P12931	0
Q14289	P40763	1	EGFR1	4	physical	PTK2B	STAT3	Q14289	P40763	0
Q13882	Q92625	1	EGFR1	4	Phosphorylation	PTK6	ANKS1A	Q13882	Q92625	0
Q13882	P00533	1	EGFR1	4	physical	PTK6	EGFR	Q13882	P00533	0
P18031	P00533	1	EGFR1	4	physical	PTPN1	EGFR	P18031	P00533	0
Q06124	P63010	1	EGFR1	4	physical	PTPN11	AP2B1	Q06124	P63010	0
Q06124	P53680	1	EGFR1	4	physical	PTPN11	AP2S1	Q06124	P53680	0
Q06124	Q13191	1	EGFR1	4	physical	PTPN11	CBLB	Q06124	Q13191	0
Q06124	P13987	1	EGFR1	4	physical	PTPN11	CD59	Q06124	P13987	0
Q06124	Q8WU20	1	EGFR1	4	physical	PTPN11	FRS2	Q06124	Q8WU20	0
Q06124	Q13480	1	EGFR1	4	physical	PTPN11	GAB1	Q06124	Q13480	0
Q06124	P62993	1	EGFR1	4	physical	PTPN11	GRB2	Q06124	P62993	0
Q06124	Q16695	1	EGFR1	4	physical	PTPN11	HIST3H3	Q06124	Q16695	0
Q06124	P34932	1	EGFR1	4	physical	PTPN11	HSPA4	Q06124	P34932	0
Q06124	P05783	1	EGFR1	4	physical	PTPN11	KRT18	Q06124	P05783	0
Q06124	Q15149	1	EGFR1	4	physical	PTPN11	PLEC	Q06124	Q15149	0
Q06124	P49023	1	EGFR1	4	physical	PTPN11	PXN	Q06124	P49023	0
Q06124	P49023	1	EGFR1	4	Dephosphorylation	PTPN11	PXN	Q06124	P49023	0
Q06124	Q9H0H5	1	EGFR1	4	physical	PTPN11	RACGAP1	Q06124	Q9H0H5	0
Q06124	Q2TAY7	1	EGFR1	4	physical	PTPN11	SMU1	Q06124	Q2TAY7	0
Q06124	P62316	1	EGFR1	4	physical	PTPN11	SNRPD2	Q06124	P62316	0
Q9H3S7	P12931	1	EGFR1	4	physical	PTPN23	SRC	Q9H3S7	P12931	0
P54829	P27361	1	EGFR1	4	physical	PTPN5	MAPK3	P54829	P27361	0
P54829	P27361	1	EGFR1	4	Dephosphorylation	PTPN5	MAPK3	P54829	P27361	0
P29350	O60716	1	EGFR1	4	physical	PTPN6	CTNND1	P29350	O60716	0
P29350	O60716	1	EGFR1	4	Dephosphorylation	PTPN6	CTNND1	P29350	O60716	0
P49023	Q13480	1	EGFR1	4	physical	PXN	GAB1	P49023	Q13480	0
P49023	Q06124	1	EGFR1	4	physical	PXN	PTPN11	P49023	Q06124	0
P20339	Q92738	1	EGFR1	4	physical	RAB5A	USP6NL	P20339	Q92738	0
P63000	Q9Y6R4	1	EGFR1	4	physical	RAC1	MAP3K4	P63000	Q9Y6R4	0
P63000	P19174	1	EGFR1	4	physical	RAC1	PLCG1	P63000	P19174	0
P63000	P40763	1	EGFR1	4	physical	RAC1	STAT3	P63000	P40763	0
Q9H0H5	P53680	1	EGFR1	4	physical	RACGAP1	AP2S1	Q9H0H5	P53680	0
Q9H0H5	Q13191	1	EGFR1	4	physical	RACGAP1	CBLB	Q9H0H5	Q13191	0
Q9H0H5	P00533	1	EGFR1	4	physical	RACGAP1	EGFR	Q9H0H5	P00533	0
Q9H0H5	P58107	1	EGFR1	4	physical	RACGAP1	EPPK1	Q9H0H5	P58107	0
Q9H0H5	P62993	1	EGFR1	4	physical	RACGAP1	GRB2	Q9H0H5	P62993	0
Q9H0H5	Q6WCQ1	1	EGFR1	4	physical	RACGAP1	MPRIP	Q9H0H5	Q6WCQ1	0
Q9H0H5	Q15149	1	EGFR1	4	physical	RACGAP1	PLEC	Q9H0H5	Q15149	0
Q9H0H5	Q06124	1	EGFR1	4	physical	RACGAP1	PTPN11	Q9H0H5	Q06124	0
Q9H0H5	Q2TAY7	1	EGFR1	4	physical	RACGAP1	SMU1	Q9H0H5	Q2TAY7	0
Q9H0H5	P62316	1	EGFR1	4	physical	RACGAP1	SNRPD2	Q9H0H5	P62316	0
Q9H0H5	Q07889	1	EGFR1	4	physical	RACGAP1	SOS1	Q9H0H5	Q07889	0
Q9H0H5	P52735	1	EGFR1	4	physical	RACGAP1	VAV2	Q9H0H5	P52735	0
P04049	P15056	1	EGFR1	4	physical	RAF1	BRAF	P04049	P15056	0
P04049	Q02750	1	EGFR1	4	Phosphorylation	RAF1	MAP2K1	P04049	Q02750	0
P04049	Q02750	1	EGFR1	4	physical	RAF1	MAP2K1	P04049	Q02750	0
P04049	P30086	1	EGFR1	4	physical	RAF1	PEBP1	P04049	P30086	0
Q15311	Q8NFH8	1	EGFR1	4	physical	RALBP1	REPS2	Q15311	Q8NFH8	0
Q12967	P62834	1	EGFR1	4	physical	RALGDS	RAP1A	Q12967	P62834	0
P62834	Q9P212	1	EGFR1	4	physical	RAP1A	PLCE1	P62834	Q9P212	0
P62834	Q12967	1	EGFR1	4	physical	RAP1A	RALGDS	P62834	Q12967	0
P20936	P51636	1	EGFR1	4	physical	RASA1	CAV2	P20936	P51636	0
P20936	P00533	1	EGFR1	4	physical	RASA1	EGFR	P20936	P00533	0
Q04206	O43707	1	EGFR1	4	physical	RELA	ACTN4	Q04206	O43707	0
Q04206	P19838	1	EGFR1	4	physical	RELA	NFKB1	Q04206	P19838	0
Q96D71	P46108	1	EGFR1	4	physical	REPS1	CRK	Q96D71	P46108	0
Q8NFH8	P62993	1	EGFR1	4	physical	REPS2	GRB2	Q8NFH8	P62993	0
Q8NFH8	Q15311	1	EGFR1	4	physical	REPS2	RALBP1	Q8NFH8	Q15311	0
O15492	P00533	1	EGFR1	4	physical	RGS16	EGFR	O15492	P00533	0
Q6R327	Q05513	1	EGFR1	4	physical	RICTOR	PRKCZ	Q6R327	Q05513	0
Q13546	Q99558	1	EGFR1	4	physical	RIPK1	MAP3K14	Q13546	Q99558	0
Q15418	P27361	1	EGFR1	4	physical	RPS6KA1	MAPK3	Q15418	P27361	0
Q15349	P27361	1	EGFR1	4	physical	RPS6KA2	MAPK3	Q15349	P27361	0
P51812	P27361	1	EGFR1	4	physical	RPS6KA3	MAPK3	P51812	P27361	0
O75582	P18846	1	EGFR1	4	Phosphorylation	RPS6KA5	ATF1	O75582	P18846	0
O75582	P16220	1	EGFR1	4	Phosphorylation	RPS6KA5	CREB1	O75582	P16220	0
Q9NP31	Q9Y2U5	1	EGFR1	4	physical	SH2D2A	MAP3K2	Q9NP31	Q9Y2U5	0
O75368	P00533	1	EGFR1	4	physical	SH3BGRL	EGFR	O75368	P00533	0
Q99963	Q05193	1	EGFR1	4	physical	SH3GL3	DNM1	Q99963	Q05193	0
P29353	P62736	1	EGFR1	4	physical	SHC1	ACTA2	P29353	P62736	0
P29353	O95782	1	EGFR1	4	physical	SHC1	AP2A1	P29353	O95782	0
P29353	P63010	1	EGFR1	4	physical	SHC1	AP2B1	P29353	P63010	0
P29353	Q13191	1	EGFR1	4	physical	SHC1	CBLB	P29353	Q13191	0
P29353	P13688	1	EGFR1	4	physical	SHC1	CEACAM1	P29353	P13688	0
P29353	P01133	1	EGFR1	4	physical	SHC1	EGF	P29353	P01133	0
P29353	P58107	1	EGFR1	4	physical	SHC1	EPPK1	P29353	P58107	0
P29353	Q9UJM3	1	EGFR1	4	physical	SHC1	ERRFI1	P29353	Q9UJM3	0
P29353	O15357	1	EGFR1	4	physical	SHC1	INPPL1	P29353	O15357	0
P29353	Q04695	1	EGFR1	4	physical	SHC1	KRT17	P29353	Q04695	0
P29353	P05787	1	EGFR1	4	physical	SHC1	KRT8	P29353	P05787	0
P29353	Q6WCQ1	1	EGFR1	4	physical	SHC1	MPRIP	P29353	Q6WCQ1	0
P29353	Q05655	1	EGFR1	4	physical	SHC1	PRKCD	P29353	Q05655	0
P29353	P62316	1	EGFR1	4	physical	SHC1	SNRPD2	P29353	P62316	0
P29353	Q07889	1	EGFR1	4	physical	SHC1	SOS1	P29353	Q07889	0
P29353	P12931	1	EGFR1	4	physical	SHC1	SRC	P29353	P12931	0
P29353	P0CG47	1	EGFR1	4	physical	SHC1	UBB	P29353	P0CG47	0
P29353	P52735	1	EGFR1	4	physical	SHC1	VAV2	P29353	P52735	0
P29353	Q9UKW4	1	EGFR1	4	physical	SHC1	VAV3	P29353	Q9UKW4	0
P29353	P63104	1	EGFR1	4	physical	SHC1	YWHAZ	P29353	P63104	0
O43255	Q9P212	1	EGFR1	4	physical	SIAH2	PLCE1	O43255	Q9P212	0
Q2TAY7	P63010	1	EGFR1	4	physical	SMU1	AP2B1	Q2TAY7	P63010	0
Q2TAY7	Q13191	1	EGFR1	4	physical	SMU1	CBLB	Q2TAY7	Q13191	0
Q2TAY7	P13987	1	EGFR1	4	physical	SMU1	CD59	Q2TAY7	P13987	0
Q2TAY7	P00533	1	EGFR1	4	physical	SMU1	EGFR	Q2TAY7	P00533	0
