#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
O00401	Q99963	1	EGFR1	4	physical	WASL	SH3GL3	O00401	Q99963	1
Q9H4A3	Q9Y2U5	1	EGFR1	4	physical	WNK1	MAP3K2	Q9H4A3	Q9Y2U5	1
P31946	O14974	1	EGFR1	4	physical	YWHAB	PPP1R12A	P31946	O14974	1
P63104	P36542	1	EGFR1	4	physical	YWHAZ	ATP5C1	P63104	P36542	1
P63104	P01133	1	EGFR1	4	physical	YWHAZ	EGF	P63104	P01133	1
P63104	P00533	1	EGFR1	4	physical	YWHAZ	EGFR	P63104	P00533	1
P63104	Q9UJM3	1	EGFR1	4	physical	YWHAZ	ERRFI1	P63104	Q9UJM3	1
P63104	P00403	1	EGFR1	4	physical	YWHAZ	MT-CO2	P63104	P00403	1
P63104	P62316	1	EGFR1	4	physical	YWHAZ	SNRPD2	P63104	P62316	1
P63104	Q07889	1	EGFR1	4	physical	YWHAZ	SOS1	P63104	Q07889	1
P63104	P0CG47	1	EGFR1	4	physical	YWHAZ	UBB	P63104	P0CG47	1
O75312	P68104	1	EGFR1	4	physical	ZNF259	EEF1A1	O75312	P68104	1
